ensembl_id	biotype	description
ENSG00000226218	lncRNA	novel transcript
ENSG00000226238	lncRNA	novel transcript
ENSG00000226239	lncRNA	CCM2L antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58356]
ENSG00000226249	lncRNA	novel transcript
ENSG00000226252	lncRNA	novel transcript
ENSG00000226266	lncRNA	novel transcript
ENSG00000226276	lncRNA	novel transcript
ENSG00000226277	NOT_FOUND_IN_ENSEMBL	
ENSG00000226281	lncRNA	novel transcript
ENSG00000226286	lncRNA	novel transcript
ENSG00000226291	lncRNA	novel transcript
ENSG00000226296	lncRNA	novel transcript
ENSG00000226302	lncRNA	novel transcript
ENSG00000226304	lncRNA	novel transcript
ENSG00000226308	lncRNA	novel transcript
ENSG00000226310	lncRNA	novel transcript
ENSG00000226323	lncRNA	novel transcript
ENSG00000226332	lncRNA	novel transcript
ENSG00000226334	lncRNA	novel transcript
ENSG00000226349	lncRNA	novel transcript
ENSG00000226355	lncRNA	novel transcript
ENSG00000226375	lncRNA	novel transcript
ENSG00000226398	lncRNA	novel transcript
ENSG00000226409	lncRNA	novel transcript
ENSG00000226423	lncRNA	novel transcript
ENSG00000226426	lncRNA	novel transcript
ENSG00000226433	lncRNA	novel transcript
ENSG00000226438	lncRNA	novel transcript
ENSG00000226442	lncRNA	novel transcript
ENSG00000226455	lncRNA	novel transcript
ENSG00000226465	lncRNA	novel transcript
ENSG00000226471	lncRNA	novel transcript
ENSG00000226484	lncRNA	novel transcript, antisense to CXorf30
ENSG00000226490	protein_coding	chromosome 8 open reading frame 90 [Source:HGNC Symbol;Acc:HGNC:56305]
ENSG00000226506	lncRNA	novel transcript
ENSG00000226526	lncRNA	novel transcript
ENSG00000226527	lncRNA	novel transcript
ENSG00000226530	lncRNA	novel transcript
ENSG00000226542	lncRNA	novel transcript
ENSG00000226548	lncRNA	novel transcript
ENSG00000226566	lncRNA	novel transcript
ENSG00000226571	lncRNA	novel transcript
ENSG00000226576	lncRNA	novel transcript
ENSG00000226578	lncRNA	novel transcript
ENSG00000226587	lncRNA	novel transcript
ENSG00000226594	lncRNA	novel transcript
ENSG00000226599	lncRNA	novel transcript
ENSG00000226601	lncRNA	novel transcript
ENSG00000226605	lncRNA	novel transcript
ENSG00000226619	lncRNA	novel transcript
ENSG00000226622	lncRNA	novel transcript
ENSG00000226643	lncRNA	novel transcript
ENSG00000226644	lncRNA	long intergenic non-protein coding RNA 3086 [Source:HGNC Symbol;Acc:HGNC:56701]
ENSG00000226647	lncRNA	novel transcript
ENSG00000226649	lncRNA	novel transcript
ENSG00000226655	lncRNA	novel transcript
ENSG00000226661	lncRNA	novel transcript
ENSG00000226664	lncRNA	VWA5B1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41146]
ENSG00000226669	lncRNA	novel transcript
ENSG00000226680	lncRNA	novel transcript
ENSG00000226681	lncRNA	novel transcript
ENSG00000226690	protein_coding	chromosome 7 open reading frame 78 [Source:HGNC Symbol;Acc:HGNC:55185]
ENSG00000226694	lncRNA	novel transcript
ENSG00000226698	lncRNA	GPN2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58220]
ENSG00000226699	lncRNA	novel transcript, antisense to PRAP1
ENSG00000226706	lncRNA	novel transcript
ENSG00000226707	lncRNA	novel transcript
ENSG00000226708	lncRNA	novel transcript
ENSG00000226716	lncRNA	novel transcript
ENSG00000226733	lncRNA	novel transcript
ENSG00000226739	lncRNA	novel transcript
ENSG00000226756	lncRNA	SERTAD2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58178]
ENSG00000226764	lncRNA	novel transcript
ENSG00000226771	lncRNA	novel transcript
ENSG00000226772	lncRNA	novel transcript
ENSG00000226782	lncRNA	novel transcript
ENSG00000226797	lncRNA	novel transcript, antisense to TANC2
ENSG00000226798	lncRNA	putatitive novel transcript
ENSG00000226816	lncRNA	novel transcript
ENSG00000226829	lncRNA	novel transcript
ENSG00000226842	lncRNA	novel transcript, antisense to EPC1
ENSG00000226849	NOT_FOUND_IN_ENSEMBL	
ENSG00000226854	lncRNA	novel transcript
ENSG00000226861	lncRNA	novel transcript
ENSG00000226862	lncRNA	SYT2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40572]
ENSG00000226868	lncRNA	novel transcript
ENSG00000226871	lncRNA	novel transcript
ENSG00000226872	lncRNA	novel transcript
ENSG00000226877	lncRNA	novel transcript, antisense to KIF27
ENSG00000226883	lncRNA	novel transcript
ENSG00000226890	lncRNA	novel transcript, antisense to CRAMP1L
ENSG00000226899	lncRNA	novel transcript
ENSG00000226900	lncRNA	novel transcript
ENSG00000226904	lncRNA	novel transcript
ENSG00000226919	lncRNA	novel transcript, antisense to RGS7
ENSG00000226927	lncRNA	novel transcript
ENSG00000226938	lncRNA	novel transcript
ENSG00000226939	lncRNA	novel transcript
ENSG00000226954	lncRNA	novel transcript
ENSG00000226956	lncRNA	novel transcript
ENSG00000226957	lncRNA	novel transcript
ENSG00000226963	lncRNA	novel transcript
ENSG00000226965	lncRNA	novel transcript
ENSG00000226990	lncRNA	novel transcript
ENSG00000226992	lncRNA	novel transcript
ENSG00000226994	lncRNA	novel transcript
ENSG00000226996	lncRNA	novel transcript
ENSG00000227006	lncRNA	novel transcript
ENSG00000227017	lncRNA	novel transcript
ENSG00000227033	lncRNA	novel transcript
ENSG00000227042	lncRNA	novel transcript
ENSG00000227045	lncRNA	novel transcript
ENSG00000227047	lncRNA	novel transcript
ENSG00000227050	lncRNA	novel transcript
ENSG00000227061	lncRNA	novel transcript
ENSG00000227066	lncRNA	novel transcript
ENSG00000227068	lncRNA	novel transcript
ENSG00000227075	lncRNA	novel transcript
ENSG00000227083	lncRNA	novel transcript
ENSG00000227088	lncRNA	novel transcript
ENSG00000227089	lncRNA	novel transcript
ENSG00000227090	lncRNA	novel transcript
ENSG00000227094	lncRNA	novel transcript
ENSG00000227098	lncRNA	novel transcript
ENSG00000227101	lncRNA	novel transcript
ENSG00000227107	lncRNA	novel transcript
ENSG00000227125	lncRNA	novel transcript
ENSG00000227131	lncRNA	novel transcript
ENSG00000227139	lncRNA	novel transcript
ENSG00000227148	lncRNA	novel transcript
ENSG00000227150	lncRNA	novel transcript
ENSG00000227157	lncRNA	novel transcript
ENSG00000227161	lncRNA	novel transcript, sense overlapping BNIP2 and GTF2A2
ENSG00000227167	lncRNA	novel transcript
ENSG00000227170	lncRNA	TRPS1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56224]
ENSG00000227189	lncRNA	novel transcript
ENSG00000227193	lncRNA	novel transcript
ENSG00000227197	lncRNA	novel transcript
ENSG00000227206	lncRNA	novel transcript
ENSG00000227215	lncRNA	novel transcript
ENSG00000227217	lncRNA	FCRL3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40842]
ENSG00000227218	lncRNA	novel transcript
ENSG00000227227	lncRNA	FAM171B and ITGAV antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41242]
ENSG00000227230	lncRNA	novel transcript
ENSG00000227240	lncRNA	novel transcript
ENSG00000227245	lncRNA	POMGNT2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:52825]
ENSG00000227253	lncRNA	novel transcript
ENSG00000227269	lncRNA	novel transcript
ENSG00000227278	lncRNA	novel transcript
ENSG00000227279	lncRNA	CDH2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40138]
ENSG00000227282	lncRNA	novel transcript
ENSG00000227292	lncRNA	novel transcript
ENSG00000227293	lncRNA	novel transcript
ENSG00000227294	lncRNA	novel transcript
ENSG00000227297	lncRNA	novel transcript
ENSG00000227301	lncRNA	novel transcript
ENSG00000227303	lncRNA	novel transcript, antisense to SPANXN3
ENSG00000227305	NOT_FOUND_IN_ENSEMBL	
ENSG00000227307	lncRNA	novel transcript
ENSG00000227330	lncRNA	CHODL antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:58357]
ENSG00000227338	lncRNA	novel transcript
ENSG00000227355	lncRNA	novel transcript, antisense STOM
ENSG00000227360	lncRNA	novel transcript
ENSG00000227365	lncRNA	novel transcript, antisense to CNPY1
ENSG00000227386	lncRNA	novel transcript
ENSG00000227388	lncRNA	novel transcript
ENSG00000227400	lncRNA	novel transcript
ENSG00000227407	lncRNA	novel transcript
ENSG00000227455	lncRNA	novel transcript
ENSG00000227459	lncRNA	novel transcript
ENSG00000227463	lncRNA	novel transcript
ENSG00000227475	lncRNA	novel transcript
ENSG00000227479	lncRNA	novel transcript
ENSG00000227481	lncRNA	novel transcript
ENSG00000227482	lncRNA	novel transcript
ENSG00000227484	lncRNA	novel transcript
ENSG00000227485	lncRNA	novel transcript
ENSG00000227486	lncRNA	novel transcript
ENSG00000227489	lncRNA	novel transcript
ENSG00000227496	lncRNA	novel transcript
ENSG00000227498	lncRNA	novel transcript
ENSG00000227512	lncRNA	novel transcript
ENSG00000227516	lncRNA	novel transcript
ENSG00000227519	lncRNA	novel transcript
ENSG00000227527	lncRNA	novel transcript
ENSG00000227531	lncRNA	novel transcript
ENSG00000227549	lncRNA	novel transcript
ENSG00000227562	lncRNA	novel transcript
ENSG00000227579	lncRNA	novel transcript
ENSG00000227598	lncRNA	novel transcript
ENSG00000227619	lncRNA	novel transcript
ENSG00000227627	lncRNA	novel transcript
ENSG00000227673	lncRNA	novel transcript, antisense to DAP3
ENSG00000227678	lncRNA	novel transcript, antisense to L3MBTL3
ENSG00000227681	lncRNA	novel transcript
ENSG00000227683	NOT_FOUND_IN_ENSEMBL	
ENSG00000227687	lncRNA	novel transcript
ENSG00000227704	lncRNA	novel transcript
ENSG00000227705	lncRNA	novel transcript, antisense to TSHZ2
ENSG00000227706	lncRNA	endogenous retrovirus group H member 3 [Source:HGNC Symbol;Acc:HGNC:39055]
ENSG00000227712	lncRNA	novel transcript
ENSG00000227713	lncRNA	novel transcript
ENSG00000227716	lncRNA	novel transcript
ENSG00000227718	lncRNA	novel transcript
ENSG00000227719	lncRNA	novel transcript
ENSG00000227723	lncRNA	novel transcript
ENSG00000227733	lncRNA	novel transcript
ENSG00000227734	lncRNA	novel transcript
ENSG00000227741	lncRNA	PEA15 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58221]
ENSG00000227743	lncRNA	novel transcript
ENSG00000227748	lncRNA	novel transcript
ENSG00000227757	lncRNA	novel transcript
ENSG00000227769	lncRNA	novel transcript, antisense to ABCA12
ENSG00000227803	lncRNA	novel transcript, antisense to MBOAT1
ENSG00000227809	lncRNA	novel transcript
ENSG00000227824	lncRNA	novel transcript
ENSG00000227838	lncRNA	cytoplasmic mesoderm regulator [Source:HGNC Symbol;Acc:HGNC:55992]
ENSG00000227851	lncRNA	novel transcript
ENSG00000227857	lncRNA	novel transcript
ENSG00000227863	lncRNA	novel transcript
ENSG00000227880	lncRNA	novel transcript
ENSG00000227885	lncRNA	novel transcript
ENSG00000227907	lncRNA	GPA33 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58358]
ENSG00000227912	lncRNA	novel transcript (FLJ31539)
ENSG00000227914	lncRNA	KANK1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58139]
ENSG00000227917	NOT_FOUND_IN_ENSEMBL	
ENSG00000227920	NOT_FOUND_IN_ENSEMBL	
ENSG00000227930	lncRNA	novel transcript
ENSG00000227933	lncRNA	novel transcript
ENSG00000227935	lncRNA	novel transcript
ENSG00000227938	lncRNA	novel transcript
ENSG00000227958	lncRNA	novel transcript
ENSG00000227981	lncRNA	novel transcript
ENSG00000228005	lncRNA	novel transcript
ENSG00000228008	NOT_FOUND_IN_ENSEMBL	
ENSG00000228010	lncRNA	novel transcript, antisense to ZNF12
ENSG00000228021	lncRNA	novel transcript
ENSG00000228027	lncRNA	CELF2 antisense RNA 4 [Source:HGNC Symbol;Acc:HGNC:58359]
ENSG00000228028	lncRNA	novel transcript
ENSG00000228031	lncRNA	novel transcript
ENSG00000228033	lncRNA	novel transcript
ENSG00000228037	lncRNA	novel transcript
ENSG00000228044	lncRNA	novel transcript
ENSG00000228048	lncRNA	novel transcript
ENSG00000228061	lncRNA	ELP4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58222]
ENSG00000228064	lncRNA	novel transcript
ENSG00000228072	lncRNA	novel transcript
ENSG00000228073	lncRNA	novel transcript
ENSG00000228079	lncRNA	novel transcript
ENSG00000228084	lncRNA	novel transcript
ENSG00000228086	lncRNA	novel transcript
ENSG00000228113	NOT_FOUND_IN_ENSEMBL	
ENSG00000228120	lncRNA	novel transcript
ENSG00000228133	lncRNA	RTN4RL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58360]
ENSG00000228136	lncRNA	novel transcript
ENSG00000228142	lncRNA	novel transcript
ENSG00000228144	protein_coding	novel protein
ENSG00000228150	lncRNA	novel transcript
ENSG00000228151	lncRNA	novel transcript
ENSG00000228153	lncRNA	novel transcript
ENSG00000228157	lncRNA	long intergenic non-protein coding RNA 3151 [Source:HGNC Symbol;Acc:HGNC:58391]
ENSG00000228160	lncRNA	novel transcript
ENSG00000228162	lncRNA	novel transcript
ENSG00000228165	lncRNA	miR-101-precursor-9 micro RNA
ENSG00000228170	lncRNA	novel transcript
ENSG00000228172	lncRNA	novel transcript
ENSG00000228173	lncRNA	novel transcript
ENSG00000228174	lncRNA	TMOD1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58361]
ENSG00000228176	lncRNA	novel transcript
ENSG00000228201	lncRNA	novel transcript
ENSG00000228204	lncRNA	novel transcript, antisense to COBL
ENSG00000228216	NOT_FOUND_IN_ENSEMBL	
ENSG00000228235	lncRNA	novel transcript
ENSG00000228239	lncRNA	novel transcript
ENSG00000228255	NOT_FOUND_IN_ENSEMBL	
ENSG00000228272	lncRNA	novel transcript
ENSG00000228274	lncRNA	TOMM22 divergent transcript [Source:HGNC Symbol;Acc:HGNC:56758]
ENSG00000228302	lncRNA	novel transcript
ENSG00000228318	lncRNA	MX1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40383]
ENSG00000228334	NOT_FOUND_IN_ENSEMBL	
ENSG00000228343	lncRNA	novel transcript
ENSG00000228351	lncRNA	novel transcript
ENSG00000228352	lncRNA	DCAF12 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58097]
ENSG00000228353	NOT_FOUND_IN_ENSEMBL	
ENSG00000228355	lncRNA	novel transcript
ENSG00000228361	lncRNA	novel transcript
ENSG00000228365	lncRNA	novel transcript
ENSG00000228368	lncRNA	novel transcript, antisense to ST7
ENSG00000228384	lncRNA	novel transcript
ENSG00000228386	lncRNA	novel transcript
ENSG00000228391	lncRNA	novel transcript
ENSG00000228392	lncRNA	novel transcript
ENSG00000228395	lncRNA	novel transcript
ENSG00000228401	lncRNA	lncRNA EGFL7 opposite strand [Source:HGNC Symbol;Acc:HGNC:58066]
ENSG00000228404	lncRNA	novel transcript
ENSG00000228408	lncRNA	novel transcript
ENSG00000228417	lncRNA	novel transcript
ENSG00000228421	NOT_FOUND_IN_ENSEMBL	
ENSG00000228427	lncRNA	novel transcript
ENSG00000228467	lncRNA	novel transcript
ENSG00000228470	lncRNA	novel transcript
ENSG00000228478	NOT_FOUND_IN_ENSEMBL	
ENSG00000228484	lncRNA	novel transcript
ENSG00000228487	lncRNA	novel transcript, antisense to RALGPS1
ENSG00000228488	lncRNA	novel transcript
ENSG00000228503	NOT_FOUND_IN_ENSEMBL	
ENSG00000228505	lncRNA	novel transcript
ENSG00000228509	lncRNA	novel transcript, antisense to NAB1
ENSG00000228527	lncRNA	novel transcript
ENSG00000228528	lncRNA	novel transcript
ENSG00000228538	NOT_FOUND_IN_ENSEMBL	
ENSG00000228539	lncRNA	novel transcript, antisense to SYNDIG1
ENSG00000228541	lncRNA	novel transcript
ENSG00000228543	lncRNA	novel transcript
ENSG00000228553	lncRNA	novel transcript
ENSG00000228554	lncRNA	novel transcript
ENSG00000228559	lncRNA	long intergenic non-protein coding RNA 3135 [Source:HGNC Symbol;Acc:HGNC:58100]
ENSG00000228560	lncRNA	novel transcript
ENSG00000228563	lncRNA	novel transcript
ENSG00000228566	lncRNA	novel transcript
ENSG00000228577	lncRNA	novel transcript
ENSG00000228586	lncRNA	novel transcript
ENSG00000228587	lncRNA	novel transcript
ENSG00000228596	lncRNA	novel transcript
ENSG00000228604	lncRNA	novel transcript
ENSG00000228613	lncRNA	lung cancer associated lncRNA targeting TOP2A [Source:HGNC Symbol;Acc:HGNC:58132]
ENSG00000228620	lncRNA	putaitve novel transcript
ENSG00000228622	lncRNA	novel transcript
ENSG00000228625	lncRNA	novel transcript
ENSG00000228627	lncRNA	novel transcript
ENSG00000228629	lncRNA	novel transcript, antisense to ZNF260
ENSG00000228634	lncRNA	novel transcript
ENSG00000228643	lncRNA	novel transcript
ENSG00000228648	NOT_FOUND_IN_ENSEMBL	
ENSG00000228650	lncRNA	novel transcript
ENSG00000228655	lncRNA	novel transcript, antisense to ARHGAP15
ENSG00000228658	lncRNA	novel transcript
ENSG00000228675	lncRNA	novel transcript
ENSG00000228679	lncRNA	novel transcript
ENSG00000228680	lncRNA	novel transcript
ENSG00000228683	lncRNA	novel transcript
ENSG00000228686	lncRNA	novel transcript
ENSG00000228689	lncRNA	novel transcript
ENSG00000228692	lncRNA	novel transcript
ENSG00000228697	lncRNA	novel transcript
ENSG00000228703	lncRNA	AMPD2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40074]
ENSG00000228707	lncRNA	novel transcript
ENSG00000228714	lncRNA	novel transcript, antisense to DEC1
ENSG00000228719	lncRNA	novel transcript
ENSG00000228734	lncRNA	novel transcript
ENSG00000228735	lncRNA	novel transcript
ENSG00000228737	lncRNA	novel transcript
ENSG00000228739	lncRNA	novel transcript
ENSG00000228748	lncRNA	novel transcript
ENSG00000228772	lncRNA	novel transcript
ENSG00000228778	lncRNA	novel transcript
ENSG00000228779	lncRNA	novel transcript
ENSG00000228792	lncRNA	novel transcript
ENSG00000228793	lncRNA	novel transcript
ENSG00000228800	lncRNA	novel transcript
ENSG00000228802	lncRNA	novel transcript
ENSG00000228804	lncRNA	novel transcript, antisense to RTP2 and BCL6
ENSG00000228809	lncRNA	novel transcript, antisense to SNRPB2
ENSG00000228826	lncRNA	novel transcript
ENSG00000228830	lncRNA	novel transcript
ENSG00000228835	lncRNA	novel transcript, antisense to KLHL14
ENSG00000228838	lncRNA	novel transcript
ENSG00000228843	lncRNA	novel transcript
ENSG00000228852	lncRNA	novel transcript, antisense to RWDD3
ENSG00000228862	lncRNA	novel transcript
ENSG00000228863	lncRNA	novel transcript, antisense to CD48
ENSG00000228873	lncRNA	novel transcript
ENSG00000228876	lncRNA	novel transcript
ENSG00000228877	lncRNA	novel transcript
ENSG00000228919	lncRNA	novel transcript
ENSG00000228925	lncRNA	MCFD2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58223]
ENSG00000228933	lncRNA	novel transcript
ENSG00000228944	lncRNA	novel transcript
ENSG00000228950	lncRNA	novel transcript
ENSG00000228959	lncRNA	novel transcript
ENSG00000228968	lncRNA	novel transcript
ENSG00000228973	lncRNA	novel transcript
ENSG00000228988	lncRNA	novel transcript
ENSG00000228999	lncRNA	long intergenic non-protein coding RNA 1830 [Source:HGNC Symbol;Acc:HGNC:52636]
ENSG00000229012	lncRNA	novel transcript
ENSG00000229021	lncRNA	novel transcript
ENSG00000229025	lncRNA	novel transcript
ENSG00000229042	lncRNA	novel transcript, antisense to PTPRT
ENSG00000229044	lncRNA	novel transcript
ENSG00000229047	lncRNA	novel transcript
ENSG00000229065	lncRNA	novel transcript
ENSG00000229066	lncRNA	novel transcript
ENSG00000229116	lncRNA	novel transcript
ENSG00000229118	lncRNA	novel transcript
ENSG00000229131	lncRNA	novel transcript
ENSG00000229151	NOT_FOUND_IN_ENSEMBL	
ENSG00000229160	NOT_FOUND_IN_ENSEMBL	
ENSG00000229167	lncRNA	novel transcript
ENSG00000229177	lncRNA	novel transcript
ENSG00000229178	lncRNA	novel transcript
ENSG00000229188	lncRNA	novel transcript
ENSG00000229190	lncRNA	STAM antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:58362]
ENSG00000229191	NOT_FOUND_IN_ENSEMBL	
ENSG00000229192	lncRNA	novel transcript
ENSG00000229195	lncRNA	novel transcript
ENSG00000229203	lncRNA	novel transcript
ENSG00000229206	lncRNA	novel transcript
ENSG00000229209	lncRNA	novel transcript
ENSG00000229224	lncRNA	novel transcript
ENSG00000229227	lncRNA	novel transcript
ENSG00000229229	lncRNA	novel transcript
ENSG00000229242	lncRNA	novel transcript
ENSG00000229257	lncRNA	novel transcript, antisense to SAPCD2
ENSG00000229261	lncRNA	novel transcript, antisense to HKDC1
ENSG00000229262	lncRNA	novel transcript
ENSG00000229263	lncRNA	novel transcript
ENSG00000229269	lncRNA	novel transcript
ENSG00000229271	lncRNA	novel transcript
ENSG00000229272	lncRNA	long intergenic non-protein coding RNA 3036 [Source:HGNC Symbol;Acc:HGNC:56220]
ENSG00000229275	lncRNA	novel transcript
ENSG00000229282	lncRNA	novel transcript
ENSG00000229283	lncRNA	novel transcript
ENSG00000229289	lncRNA	novel transcript
ENSG00000229294	lncRNA	DNAJC6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58071]
ENSG00000229297	lncRNA	novel transcript
ENSG00000229306	lncRNA	novel transcript
ENSG00000229308	lncRNA	novel transcript
ENSG00000229309	lncRNA	novel transcript
ENSG00000229312	lncRNA	novel transcript
ENSG00000229313	lncRNA	novel transcript
ENSG00000229321	lncRNA	novel transcript
ENSG00000229337	lncRNA	novel transcript
ENSG00000229345	lncRNA	novel transcript
ENSG00000229370	lncRNA	novel transcript
ENSG00000229379	lncRNA	novel transcript
ENSG00000229382	lncRNA	novel transcript
ENSG00000229393	lncRNA	novel transcript
ENSG00000229395	lncRNA	novel transcript
