Gene stable ID	Gene name	Human gene stable ID	Human gene name	Human homology type	Human orthology confidence [0 low, 1 high]
ENSMUSG00000021546	Hnrnpk	ENSG00000165119	HNRNPK	ortholog_one2one	1
ENSMUSG00000019850	Tnfaip3	ENSG00000118503	TNFAIP3	ortholog_one2one	1
ENSMUSG00000030768	Disp1	ENSG00000154309	DISP1	ortholog_one2one	1
ENSMUSG00000002799	Jag2	ENSG00000184916	JAG2	ortholog_one2one	1
ENSMUSG00000033177	Tmprss7	ENSG00000176040	TMPRSS7	ortholog_one2one	1
ENSMUSG00000026327	Serpinb11	ENSG00000206072	SERPINB11	ortholog_one2one	1
ENSMUSG00000033545	Znrf1	ENSG00000186187	ZNRF1	ortholog_one2one	1
ENSMUSG00000022382	Wnt7b	ENSG00000188064	WNT7B	ortholog_one2one	1
ENSMUSG00000078517	Emc1	ENSG00000127463	EMC1	ortholog_one2one	1
ENSMUSG00000024986	Hhex				
ENSMUSG00000022306	Zfpm2	ENSG00000169946	ZFPM2	ortholog_one2one	1
ENSMUSG00000031750	Il34	ENSG00000157368	IL34	ortholog_one2one	1
ENSMUSG00000019889	Ptprk	ENSG00000152894	PTPRK	ortholog_one2one	1
ENSMUSG00000036782	Klhl13	ENSG00000003096	KLHL13	ortholog_one2one	1
ENSMUSG00000028583	Pdpn	ENSG00000162493	PDPN	ortholog_one2one	0
ENSMUSG00000033420	Antxr1	ENSG00000169604	ANTXR1	ortholog_one2one	1
ENSMUSG00000030257	Srgap3	ENSG00000196220	SRGAP3	ortholog_one2one	1
ENSMUSG00000016382	Pls3	ENSG00000102024	PLS3	ortholog_one2one	1
ENSMUSG00000033684	Qsox1	ENSG00000116260	QSOX1	ortholog_one2one	1
ENSMUSG00000026712	Mrc1	ENSG00000260314	MRC1	ortholog_one2one	1
ENSMUSG00000039646	Vasn	ENSG00000168140	VASN	ortholog_one2one	1
ENSMUSG00000022283	Pabpc1				
ENSMUSG00000040350	Trim7	ENSG00000146054	TRIM7	ortholog_one2one	1
ENSMUSG00000063382	Bcl9l	ENSG00000186174	BCL9L	ortholog_one2one	1
ENSMUSG00000019846	Lama4	ENSG00000112769	LAMA4	ortholog_one2one	1
ENSMUSG00000031099	Smarca1	ENSG00000102038	SMARCA1	ortholog_one2one	1
ENSMUSG00000068699	Flnc	ENSG00000128591	FLNC	ortholog_one2one	1
ENSMUSG00000048612	Myof	ENSG00000138119	MYOF	ortholog_one2one	1
ENSMUSG00000042750	Bex2	ENSG00000133169	BEX1	ortholog_many2many	1
ENSMUSG00000042750	Bex2	ENSG00000133134	BEX2	ortholog_many2many	0
ENSMUSG00000030323	Ift122	ENSG00000163913	IFT122	ortholog_one2one	1
ENSMUSG00000070056	Mfhas1	ENSG00000147324	MFHAS1	ortholog_one2one	1
ENSMUSG00000042622	Maff	ENSG00000185022	MAFF	ortholog_one2one	1
ENSMUSG00000091537	Tma7	ENSG00000232112	TMA7	ortholog_one2many	1
ENSMUSG00000091537	Tma7	ENSG00000225528	TMA7B	ortholog_one2many	0
ENSMUSG00000036678	Aaas	ENSG00000094914	AAAS	ortholog_one2one	1
ENSMUSG00000060519	Tor3a	ENSG00000186283	TOR3A	ortholog_one2one	1
ENSMUSG00000024883	Rin1	ENSG00000174791	RIN1	ortholog_one2one	1
ENSMUSG00000039457	Ppl	ENSG00000118898	PPL	ortholog_one2one	1
ENSMUSG00000039384	Dusp10	ENSG00000143507	DUSP10	ortholog_one2one	1
ENSMUSG00000037053	Azgp1	ENSG00000160862	AZGP1	ortholog_one2one	1
ENSMUSG00000022885	St6gal1	ENSG00000073849	ST6GAL1	ortholog_one2one	1
ENSMUSG00000003363	Pld3	ENSG00000105223	PLD3	ortholog_one2one	1
ENSMUSG00000021497	Txndc15	ENSG00000113621	TXNDC15	ortholog_one2one	1
ENSMUSG00000031226	Pbdc1	ENSG00000102390	PBDC1	ortholog_one2one	1
ENSMUSG00000042613	Pbxip1	ENSG00000163346	PBXIP1	ortholog_one2one	1
ENSMUSG00000028173	Wls	ENSG00000116729	WLS	ortholog_one2one	1
ENSMUSG00000038576	Susd4	ENSG00000143502	SUSD4	ortholog_one2one	1
ENSMUSG00000033105	Lss	ENSG00000160285	LSS	ortholog_one2one	1
ENSMUSG00000049775	Tmsb4x	ENSG00000205542	TMSB4X	ortholog_one2one	1
ENSMUSG00000060166	Zdhhc8	ENSG00000099904	ZDHHC8	ortholog_one2one	1
ENSMUSG00000083282	Ctsf	ENSG00000174080	CTSF	ortholog_one2one	1
ENSMUSG00000076441	Ass1	ENSG00000130707	ASS1	ortholog_one2one	1
ENSMUSG00000022108	Itm2b	ENSG00000136156	ITM2B	ortholog_one2one	1
ENSMUSG00000044364	Tmem74b	ENSG00000125895	TMEM74B	ortholog_one2one	1
ENSMUSG00000038793	Lefty1	ENSG00000243709	LEFTY1	ortholog_many2many	1
ENSMUSG00000038793	Lefty1	ENSG00000143768	LEFTY2	ortholog_many2many	0
ENSMUSG00000036256	Igfbp7	ENSG00000163453	IGFBP7	ortholog_one2one	1
ENSMUSG00000049303	Syt12	ENSG00000173227	SYT12	ortholog_one2one	1
ENSMUSG00000002319	Ipo4	ENSG00000196497	IPO4	ortholog_one2one	1
ENSMUSG00000006782	Cnp	ENSG00000173786	CNP	ortholog_one2one	1
ENSMUSG00000071356	Reg3b	ENSG00000172023	REG1B	ortholog_one2many	0
ENSMUSG00000022505	Emp2	ENSG00000213853	EMP2	ortholog_one2one	1
ENSMUSG00000020184	Mdm2	ENSG00000135679	MDM2	ortholog_one2one	1
ENSMUSG00000058600	Rpl30	ENSG00000156482	RPL30	ortholog_one2one	1
ENSMUSG00000021986	Amer2	ENSG00000165566	AMER2	ortholog_one2one	1
ENSMUSG00000037946	Fgd3	ENSG00000127084	FGD3	ortholog_one2one	1
ENSMUSG00000060073	Psma3	ENSG00000100567	PSMA3	ortholog_one2one	1
ENSMUSG00000028140	Mrpl9	ENSG00000143436	MRPL9	ortholog_one2one	1
ENSMUSG00000022941	Ripply3	ENSG00000183145	RIPPLY3	ortholog_one2one	1
ENSMUSG00000056888	Glipr1	ENSG00000139278	GLIPR1	ortholog_one2one	1
ENSMUSG00000022037	Clu	ENSG00000120885	CLU	ortholog_one2one	1
ENSMUSG00000027663	Zmat3	ENSG00000172667	ZMAT3	ortholog_one2one	1
ENSMUSG00000013766	Ly6g6e				
ENSMUSG00000046093	Hpcal4	ENSG00000116983	HPCAL4	ortholog_one2one	1
ENSMUSG00000001763	Tspan33	ENSG00000158457	TSPAN33	ortholog_one2one	1
ENSMUSG00000056737	Capg	ENSG00000042493	CAPG	ortholog_one2one	1
ENSMUSG00000033760	Rbm4b	ENSG00000173914	RBM4B	ortholog_one2one	1
ENSMUSG00000038400	Pmepa1	ENSG00000124225	PMEPA1	ortholog_one2one	1
ENSMUSG00000028980	H6pd	ENSG00000049239	H6PD	ortholog_one2one	1
ENSMUSG00000032965	Ift57	ENSG00000114446	IFT57	ortholog_one2one	1
ENSMUSG00000029762	Akr1b8	ENSG00000198074	AKR1B10	ortholog_one2many	1
ENSMUSG00000032599	Ip6k2	ENSG00000068745	IP6K2	ortholog_one2one	1
ENSMUSG00000016526	Dyrk3	ENSG00000143479	DYRK3	ortholog_one2one	1
ENSMUSG00000042306	S100a14	ENSG00000189334	S100A14	ortholog_one2one	1
ENSMUSG00000047213	Ythdf3	ENSG00000185728	YTHDF3	ortholog_one2one	1
ENSMUSG00000042757	Tmem108	ENSG00000144868	TMEM108	ortholog_one2one	1
ENSMUSG00000005312	Ubqln1	ENSG00000135018	UBQLN1	ortholog_one2one	1
ENSMUSG00000071454	Dtnb				
ENSMUSG00000041763	Tpp2	ENSG00000134900	TPP2	ortholog_one2one	1
ENSMUSG00000021396	Nxnl2	ENSG00000130045	NXNL2	ortholog_one2one	1
ENSMUSG00000039159	Ube2h	ENSG00000186591	UBE2H	ortholog_one2one	1
ENSMUSG00000031841	Cdh13	ENSG00000140945	CDH13	ortholog_one2one	1
ENSMUSG00000052727	Map1b	ENSG00000131711	MAP1B	ortholog_one2one	1
ENSMUSG00000024013	Fgd2	ENSG00000146192	FGD2	ortholog_one2one	1
ENSMUSG00000026976	Pax8	ENSG00000125618	PAX8	ortholog_one2one	1
ENSMUSG00000057948	Unc13d	ENSG00000092929	UNC13D	ortholog_one2one	1
ENSMUSG00000058665	En1	ENSG00000163064	EN1	ortholog_one2one	1
ENSMUSG00000042429	Adora1	ENSG00000163485	ADORA1	ortholog_one2one	1
ENSMUSG00000030711	Sult1a1				
ENSMUSG00000026004	Kansl1l	ENSG00000144445	KANSL1L	ortholog_one2one	1
ENSMUSG00000040663	Clcf1	ENSG00000175505	CLCF1	ortholog_one2one	1
ENSMUSG00000020427	Igfbp3	ENSG00000146674	IGFBP3	ortholog_one2one	1
ENSMUSG00000022385	Gtse1	ENSG00000075218	GTSE1	ortholog_one2one	1
ENSMUSG00000035095	Fam167a	ENSG00000154319	FAM167A	ortholog_one2one	1
ENSMUSG00000022610	Mapk12	ENSG00000188130	MAPK12	ortholog_one2one	1
ENSMUSG00000058427	Cxcl2	ENSG00000163734	CXCL3	ortholog_one2many	0
ENSMUSG00000032377	Plscr4	ENSG00000114698	PLSCR4	ortholog_one2one	1
ENSMUSG00000047731	Wbp1l	ENSG00000166272	WBP1L	ortholog_one2one	1
ENSMUSG00000021716	Srek1ip1	ENSG00000153006	SREK1IP1	ortholog_one2one	1
ENSMUSG00000046623	Gjb4	ENSG00000189433	GJB4	ortholog_one2one	1
ENSMUSG00000023034	Nr4a1	ENSG00000123358	NR4A1	ortholog_one2one	1
ENSMUSG00000039246	Lyplal1	ENSG00000143353	LYPLAL1	ortholog_one2one	1
ENSMUSG00000041801	Phlda3	ENSG00000174307	PHLDA3	ortholog_one2one	1
ENSMUSG00000052609	Plekhg3	ENSG00000126822	PLEKHG3	ortholog_one2one	1
ENSMUSG00000024795	Kif20b	ENSG00000138182	KIF20B	ortholog_one2one	1
ENSMUSG00000060188	Cxcl17	ENSG00000189377	CXCL17	ortholog_one2one	1
ENSMUSG00000070348	Ccnd1	ENSG00000110092	CCND1	ortholog_one2one	1
ENSMUSG00000031930	Wwp2	ENSG00000198373	WWP2	ortholog_one2one	1
ENSMUSG00000025050	Pcgf6	ENSG00000156374	PCGF6	ortholog_one2one	1
ENSMUSG00000032261	Sh3bgrl2	ENSG00000198478	SH3BGRL2	ortholog_one2one	1
ENSMUSG00000001627	Ifrd1	ENSG00000006652	IFRD1	ortholog_one2one	1
ENSMUSG00000000184	Ccnd2	ENSG00000118971	CCND2	ortholog_one2one	1
ENSMUSG00000000078	Klf6	ENSG00000067082	KLF6	ortholog_one2one	1
ENSMUSG00000073002	Vamp5	ENSG00000168899	VAMP5	ortholog_one2one	1
ENSMUSG00000032578	Cish	ENSG00000114737	CISH	ortholog_one2one	1
ENSMUSG00000011958	Bnip2	ENSG00000140299	BNIP2	ortholog_one2one	1
ENSMUSG00000033149	Phldb2	ENSG00000144824	PHLDB2	ortholog_one2one	1
ENSMUSG00000001025	S100a6	ENSG00000197956	S100A6	ortholog_one2one	1
ENSMUSG00000027737	Slc7a11	ENSG00000151012	SLC7A11	ortholog_one2one	1
ENSMUSG00000027962	Vcam1	ENSG00000162692	VCAM1	ortholog_one2one	1
ENSMUSG00000033389	Arhgap44	ENSG00000006740	ARHGAP44	ortholog_one2one	1
ENSMUSG00000009092	Derl3	ENSG00000099958	DERL3	ortholog_one2one	1
ENSMUSG00000038843	Gcnt1	ENSG00000187210	GCNT1	ortholog_one2one	1
ENSMUSG00000028412	Slc44a1	ENSG00000070214	SLC44A1	ortholog_one2one	1
ENSMUSG00000020641	Rsad2	ENSG00000134321	RSAD2	ortholog_one2one	1
ENSMUSG00000022475	Hdac7	ENSG00000061273	HDAC7	ortholog_one2one	1
ENSMUSG00000040415	Dtx3	ENSG00000178498	DTX3	ortholog_one2one	1
ENSMUSG00000000440	Pparg	ENSG00000132170	PPARG	ortholog_one2one	1
ENSMUSG00000036989	Trim3	ENSG00000110171	TRIM3	ortholog_one2one	1
ENSMUSG00000040918	Slc19a2	ENSG00000117479	SLC19A2	ortholog_one2one	1
ENSMUSG00000048285	Frmd6	ENSG00000139926	FRMD6	ortholog_one2one	1
ENSMUSG00000016637	Ift27	ENSG00000100360	IFT27	ortholog_one2one	1
ENSMUSG00000031451	Gas6	ENSG00000183087	GAS6	ortholog_one2one	1
ENSMUSG00000028776	Tinagl1	ENSG00000142910	TINAGL1	ortholog_one2one	1
ENSMUSG00000034892	Rps29				
ENSMUSG00000020656	Grhl1	ENSG00000134317	GRHL1	ortholog_one2one	1
ENSMUSG00000029061	Mmp23	ENSG00000189409	MMP23B	ortholog_one2one	1
ENSMUSG00000026604	Ptpn14	ENSG00000152104	PTPN14	ortholog_one2one	1
ENSMUSG00000022010	Tsc22d1	ENSG00000102804	TSC22D1	ortholog_one2one	1
ENSMUSG00000043542	Zc2hc1a	ENSG00000104427	ZC2HC1A	ortholog_one2one	1
ENSMUSG00000061758	Akr1b10	ENSG00000198074	AKR1B10	ortholog_one2many	1
ENSMUSG00000024371	C2	ENSG00000166278	C2	ortholog_one2one	1
ENSMUSG00000031647	Mfap3l	ENSG00000198948	MFAP3L	ortholog_one2one	1
ENSMUSG00000019832	Rab32				
ENSMUSG00000029434	Vps33a	ENSG00000139719	VPS33A	ortholog_one2one	1
ENSMUSG00000037784	Dzip1l	ENSG00000158163	DZIP1L	ortholog_one2one	1
ENSMUSG00000030278	Cidec	ENSG00000187288	CIDEC	ortholog_one2one	1
ENSMUSG00000028655	Mfsd2a	ENSG00000168389	MFSD2A	ortholog_one2one	1
ENSMUSG00000028041	Adam15	ENSG00000143537	ADAM15	ortholog_one2one	1
ENSMUSG00000027479	Mapre1	ENSG00000101367	MAPRE1	ortholog_one2one	1
ENSMUSG00000032481	Smarcc1	ENSG00000173473	SMARCC1	ortholog_one2one	1
ENSMUSG00000005533	Igf1r	ENSG00000140443	IGF1R	ortholog_one2one	1
ENSMUSG00000037606	Osbpl5	ENSG00000021762	OSBPL5	ortholog_one2one	1
ENSMUSG00000022722	Arl6	ENSG00000113966	ARL6	ortholog_one2one	1
ENSMUSG00000023906	Cldn6	ENSG00000184697	CLDN6	ortholog_one2one	1
ENSMUSG00000019777	Hdac2	ENSG00000196591	HDAC2	ortholog_one2one	1
ENSMUSG00000005397	Nid1	ENSG00000116962	NID1	ortholog_one2one	1
ENSMUSG00000000628	Hk2	ENSG00000159399	HK2	ortholog_one2one	0
ENSMUSG00000021108	Prkch	ENSG00000027075	PRKCH	ortholog_one2one	1
ENSMUSG00000022893	Adamts1	ENSG00000154734	ADAMTS1	ortholog_one2one	1
ENSMUSG00000067150	Xpo5	ENSG00000124571	XPO5	ortholog_one2one	1
ENSMUSG00000021556	Golm1	ENSG00000135052	GOLM1	ortholog_one2one	1
ENSMUSG00000036867	Smad6	ENSG00000137834	SMAD6	ortholog_one2one	1
ENSMUSG00000032348	Gsta4				
ENSMUSG00000032192	Gnb5	ENSG00000069966	GNB5	ortholog_one2one	1
ENSMUSG00000025362	Rps26				
ENSMUSG00000020176	Grb10	ENSG00000106070	GRB10	ortholog_one2one	1
ENSMUSG00000037788	Vopp1	ENSG00000154978	VOPP1	ortholog_one2one	1
ENSMUSG00000019831	Wasf1	ENSG00000112290	WASF1	ortholog_one2one	1
ENSMUSG00000022292	Rrm2b	ENSG00000048392	RRM2B	ortholog_one2one	1
ENSMUSG00000022855	Senp2	ENSG00000163904	SENP2	ortholog_one2one	1
ENSMUSG00000027472	Pdrg1	ENSG00000088356	PDRG1	ortholog_one2one	1
ENSMUSG00000030849	Fgfr2	ENSG00000066468	FGFR2	ortholog_one2one	1
ENSMUSG00000030086	Chchd6	ENSG00000159685	CHCHD6	ortholog_one2one	1
ENSMUSG00000018340	Anxa6	ENSG00000197043	ANXA6	ortholog_one2one	1
ENSMUSG00000050953	Gja1	ENSG00000152661	GJA1	ortholog_one2one	1
ENSMUSG00000059900	Tmem40	ENSG00000088726	TMEM40	ortholog_one2one	1
ENSMUSG00000020154	Ptprb	ENSG00000127329	PTPRB	ortholog_one2one	1
ENSMUSG00000020263	Appl2	ENSG00000136044	APPL2	ortholog_one2one	1
ENSMUSG00000021390	Ogn	ENSG00000106809	OGN	ortholog_one2one	1
ENSMUSG00000022602	Arc	ENSG00000198576	ARC	ortholog_one2one	1
ENSMUSG00000054693	Adam10	ENSG00000137845	ADAM10	ortholog_one2one	1
ENSMUSG00000053137	Mapk11	ENSG00000185386	MAPK11	ortholog_one2one	1
ENSMUSG00000032375	Aph1b	ENSG00000138613	APH1B	ortholog_one2many	1
ENSMUSG00000040652	Oaz2	ENSG00000180304	OAZ2	ortholog_one2one	1
ENSMUSG00000022791	Tnk2	ENSG00000061938	TNK2	ortholog_one2one	1
ENSMUSG00000027828	Ssr3	ENSG00000114850	SSR3	ortholog_one2one	1
ENSMUSG00000021136	Smoc1	ENSG00000198732	SMOC1	ortholog_one2one	1
ENSMUSG00000033998	Kcnk1	ENSG00000135750	KCNK1	ortholog_one2one	1
ENSMUSG00000026193	Fn1	ENSG00000115414	FN1	ortholog_one2one	1
ENSMUSG00000027762	Sucnr1	ENSG00000198829	SUCNR1	ortholog_one2one	1
ENSMUSG00000036398	Ppp1r11	ENSG00000204619	PPP1R11	ortholog_one2one	1
ENSMUSG00000040813	Tex264	ENSG00000164081	TEX264	ortholog_one2one	1
ENSMUSG00000016028	Celsr1	ENSG00000075275	CELSR1	ortholog_one2one	1
ENSMUSG00000012519	Mlkl	ENSG00000168404	MLKL	ortholog_one2one	1
ENSMUSG00000068220	Lgals1	ENSG00000100097	LGALS1	ortholog_one2one	1
ENSMUSG00000019261	Map1s	ENSG00000130479	MAP1S	ortholog_one2one	1
ENSMUSG00000055945	Prr18	ENSG00000176381	PRR18	ortholog_one2one	1
ENSMUSG00000023460	Rab12	ENSG00000206418	RAB12	ortholog_one2one	1
ENSMUSG00000036606	Plxnb2	ENSG00000196576	PLXNB2	ortholog_one2one	1
ENSMUSG00000019320	Noxo1	ENSG00000196408	NOXO1	ortholog_one2one	1
ENSMUSG00000049436	Upk1b	ENSG00000114638	UPK1B	ortholog_one2one	1
ENSMUSG00000022952	Runx1	ENSG00000159216	RUNX1	ortholog_one2one	1
ENSMUSG00000031586	Rbpms	ENSG00000157110	RBPMS	ortholog_one2one	1
ENSMUSG00000025277	Abhd6	ENSG00000163686	ABHD6	ortholog_one2one	1
ENSMUSG00000039376	Synpo2l	ENSG00000166317	SYNPO2L	ortholog_one2one	1
ENSMUSG00000033161	Atp1a1	ENSG00000163399	ATP1A1	ortholog_one2one	1
ENSMUSG00000033904	Ccp110	ENSG00000103540	CCP110	ortholog_one2one	1
ENSMUSG00000038742	Angptl6	ENSG00000130812	ANGPTL6	ortholog_one2one	1
ENSMUSG00000032860	P2ry2	ENSG00000175591	P2RY2	ortholog_one2one	1
ENSMUSG00000028843	Sh3bgrl3	ENSG00000142669	SH3BGRL3	ortholog_one2one	1
ENSMUSG00000019851	Perp	ENSG00000112378	PERP	ortholog_one2one	1
ENSMUSG00000028937	Acot7	ENSG00000097021	ACOT7	ortholog_one2one	1
ENSMUSG00000022102	Dok2	ENSG00000147443	DOK2	ortholog_one2one	1
ENSMUSG00000007950	Abhd8	ENSG00000127220	ABHD8	ortholog_one2one	1
ENSMUSG00000036459	Wtip	ENSG00000142279	WTIP	ortholog_one2one	1
ENSMUSG00000020010	Vnn3				
ENSMUSG00000018347	Zkscan6	ENSG00000154957	ZNF18	ortholog_one2one	1
ENSMUSG00000036528	Ppfibp2	ENSG00000166387	PPFIBP2	ortholog_one2one	1
ENSMUSG00000038507	Parp12	ENSG00000059378	PARP12	ortholog_one2one	1
ENSMUSG00000040997	Abhd4	ENSG00000100439	ABHD4	ortholog_one2one	1
ENSMUSG00000042104	Uggt2	ENSG00000102595	UGGT2	ortholog_one2one	1
ENSMUSG00000020644	Id2	ENSG00000115738	ID2	ortholog_one2one	1
ENSMUSG00000014329	Bicc1	ENSG00000122870	BICC1	ortholog_one2one	1
ENSMUSG00000046245	Pilra				
ENSMUSG00000000489	Pdgfb	ENSG00000100311	PDGFB	ortholog_one2one	1
ENSMUSG00000030774	Pak1	ENSG00000149269	PAK1	ortholog_one2one	1
ENSMUSG00000032515	Csrnp1	ENSG00000144655	CSRNP1	ortholog_one2one	1
ENSMUSG00000034161	Scx	ENSG00000260428	SCX	ortholog_one2one	1
ENSMUSG00000014303	Glis2	ENSG00000126603	GLIS2	ortholog_one2one	1
ENSMUSG00000030284	Creld1	ENSG00000163703	CRELD1	ortholog_one2one	1
ENSMUSG00000071537	Klrg2	ENSG00000188883	KLRG2	ortholog_one2one	1
ENSMUSG00000042410	Agps	ENSG00000018510	AGPS	ortholog_one2one	1
ENSMUSG00000031958	Ldhd	ENSG00000166816	LDHD	ortholog_one2one	1
ENSMUSG00000020044	Timp3	ENSG00000100234	TIMP3	ortholog_one2one	1
ENSMUSG00000051736	Fam229b	ENSG00000203778	FAM229B	ortholog_one2one	1
ENSMUSG00000038495	Otud7b	ENSG00000264522	OTUD7B	ortholog_one2one	1
ENSMUSG00000023048	Prr13				
ENSMUSG00000032714	Syde1	ENSG00000105137	SYDE1	ortholog_one2one	1
ENSMUSG00000063506	Arhgap22	ENSG00000128805	ARHGAP22	ortholog_one2one	1
ENSMUSG00000022194	Pabpn1	ENSG00000100836	PABPN1	ortholog_one2one	1
ENSMUSG00000022096	Hr	ENSG00000168453	HR	ortholog_one2one	1
ENSMUSG00000021943	Gdf10	ENSG00000266524	GDF10	ortholog_one2one	1
ENSMUSG00000034422	Parp14	ENSG00000173193	PARP14	ortholog_one2one	1
ENSMUSG00000031839	Hsbp1	ENSG00000230989	HSBP1	ortholog_one2one	1
ENSMUSG00000032420	Nt5e	ENSG00000135318	NT5E	ortholog_one2one	1
ENSMUSG00000055065	Ddx17	ENSG00000100201	DDX17	ortholog_one2one	1
ENSMUSG00000058070	Eml1	ENSG00000066629	EML1	ortholog_one2one	1
ENSMUSG00000002602	Axl	ENSG00000167601	AXL	ortholog_one2one	1
ENSMUSG00000039168	Dap	ENSG00000112977	DAP	ortholog_one2one	1
ENSMUSG00000042784	Muc1	ENSG00000185499	MUC1	ortholog_one2one	0
ENSMUSG00000062127	Cttnbp2nl	ENSG00000143079	CTTNBP2NL	ortholog_one2one	1
ENSMUSG00000021782	Dlg5	ENSG00000151208	DLG5	ortholog_one2one	1
ENSMUSG00000053835	H2-T24				
ENSMUSG00000015709	Arnt2	ENSG00000172379	ARNT2	ortholog_one2one	1
ENSMUSG00000040146	Rgl3	ENSG00000205517	RGL3	ortholog_one2one	1
ENSMUSG00000020628	Trappc12	ENSG00000171853	TRAPPC12	ortholog_one2one	1
ENSMUSG00000040483	Xaf1	ENSG00000132530	XAF1	ortholog_one2one	0
ENSMUSG00000062825	Actg1	ENSG00000184009	ACTG1	ortholog_one2one	1
ENSMUSG00000023186	Vwa5a	ENSG00000110002	VWA5A	ortholog_one2many	0
ENSMUSG00000021676	Iqgap2	ENSG00000145703	IQGAP2	ortholog_one2one	1
ENSMUSG00000027801	Tm4sf4	ENSG00000169903	TM4SF4	ortholog_one2one	1
ENSMUSG00000031639	Tlr3	ENSG00000164342	TLR3	ortholog_one2one	1
ENSMUSG00000037400	Atp11b	ENSG00000058063	ATP11B	ortholog_one2one	1
ENSMUSG00000045827	Serpinb9	ENSG00000170542	SERPINB9	ortholog_one2many	0
ENSMUSG00000073678	Pgap1	ENSG00000197121	PGAP1	ortholog_one2one	1
ENSMUSG00000020785	Camkk1	ENSG00000004660	CAMKK1	ortholog_one2one	1
ENSMUSG00000035547	Capn5	ENSG00000149260	CAPN5	ortholog_one2one	1
ENSMUSG00000023043	Krt18	ENSG00000111057	KRT18	ortholog_one2one	1
ENSMUSG00000021453	Gadd45g	ENSG00000130222	GADD45G	ortholog_one2one	1
ENSMUSG00000007891	Ctsd	ENSG00000117984	CTSD	ortholog_one2one	1
ENSMUSG00000020108	Ddit4	ENSG00000168209	DDIT4	ortholog_one2one	1
ENSMUSG00000054855	Rnd1	ENSG00000172602	RND1	ortholog_one2one	1
ENSMUSG00000005968	Tuft1	ENSG00000143367	TUFT1	ortholog_one2one	1
ENSMUSG00000046818	Ddit4l	ENSG00000145358	DDIT4L	ortholog_one2one	1
ENSMUSG00000022221	Ripk3	ENSG00000129465	RIPK3	ortholog_one2one	1
ENSMUSG00000000058	Cav2	ENSG00000105971	CAV2	ortholog_one2one	1
ENSMUSG00000033880	Lgals3bp	ENSG00000108679	LGALS3BP	ortholog_one2one	1
ENSMUSG00000060402	Chst8	ENSG00000124302	CHST8	ortholog_one2one	1
ENSMUSG00000037855	Zfp365	ENSG00000138311	ZNF365	ortholog_one2one	1
ENSMUSG00000021483	Cdk20	ENSG00000156345	CDK20	ortholog_one2one	1
ENSMUSG00000025810	Nrp1	ENSG00000099250	NRP1	ortholog_one2one	1
ENSMUSG00000020225	Tmbim4	ENSG00000155957	TMBIM4	ortholog_one2one	1
ENSMUSG00000038732	Mboat1	ENSG00000172197	MBOAT1	ortholog_one2one	1
ENSMUSG00000071042	Rasgrp3	ENSG00000152689	RASGRP3	ortholog_one2one	1
ENSMUSG00000022013	Dnajc15	ENSG00000120675	DNAJC15	ortholog_one2one	1
ENSMUSG00000001794	Capns1	ENSG00000126247	CAPNS1	ortholog_one2one	1
ENSMUSG00000026535	Ifi202b	ENSG00000163565	IFI16	ortholog_one2many	0
ENSMUSG00000032849	Abcc4	ENSG00000125257	ABCC4	ortholog_one2one	1
ENSMUSG00000029561	Oasl2				
ENSMUSG00000025492	Ifitm3	ENSG00000185885	IFITM1	ortholog_many2many	0
ENSMUSG00000025492	Ifitm3	ENSG00000185201	IFITM2	ortholog_many2many	0
ENSMUSG00000025492	Ifitm3	ENSG00000300510		ortholog_many2many	0
ENSMUSG00000025492	Ifitm3	ENSG00000142089	IFITM3	ortholog_many2many	1
ENSMUSG00000029463	Fam216a	ENSG00000204856	FAM216A	ortholog_one2one	1
ENSMUSG00000059970	Hspa2	ENSG00000126803	HSPA2	ortholog_one2one	1
ENSMUSG00000046562	Unc119b	ENSG00000175970	UNC119B	ortholog_one2one	1
ENSMUSG00000022184	Fbxo4	ENSG00000151876	FBXO4	ortholog_one2one	1
ENSMUSG00000034586	Hid1	ENSG00000167861	HID1	ortholog_one2one	1
ENSMUSG00000031683	Lsm6	ENSG00000164167	LSM6	ortholog_one2one	0
ENSMUSG00000044080	S100a1	ENSG00000160678	S100A1	ortholog_one2one	1
ENSMUSG00000047842	Diras2	ENSG00000165023	DIRAS2	ortholog_one2one	1
ENSMUSG00000107283	Mpv17	ENSG00000115204	MPV17	ortholog_one2one	1
ENSMUSG00000021662	Arhgef28	ENSG00000214944	ARHGEF28	ortholog_one2one	1
ENSMUSG00000030516	Tjp1	ENSG00000104067	TJP1	ortholog_one2one	1
ENSMUSG00000000706	Btn1a1	ENSG00000124557	BTN1A1	ortholog_one2one	1
ENSMUSG00000038042	Ptpdc1	ENSG00000158079	PTPDC1	ortholog_one2one	1
ENSMUSG00000043895	S1pr2	ENSG00000267534	S1PR2	ortholog_one2one	1
ENSMUSG00000026679	Enkur	ENSG00000151023	ENKUR	ortholog_one2one	1
ENSMUSG00000015312	Gadd45b	ENSG00000099860	GADD45B	ortholog_one2one	1
ENSMUSG00000033855	Ston1	ENSG00000243244	STON1	ortholog_one2one	1
ENSMUSG00000050747	Trim15	ENSG00000204610	TRIM15	ortholog_one2one	0
ENSMUSG00000030616	Sytl2	ENSG00000137501	SYTL2	ortholog_one2one	1
ENSMUSG00000079017	Ifi27l2a				
ENSMUSG00000039676	Capsl	ENSG00000152611	CAPSL	ortholog_one2one	1
ENSMUSG00000068349	Gml				
