mouse_symbol	signatures	class	n_human_targets	human_targets	inclusion_decision
Dusp18	FETAL_INTESTINE_GENES	ortholog_one2one	1	DUSP18:ENSG00000167065	include_primary
Dusp22	FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	DUSP22:ENSG00000112679	include_primary
Dusp3	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	NO_ORTHOLOG	0		exclude
Dusp6	FETAL_INTESTINE_GENES	ortholog_one2one	1	DUSP6:ENSG00000139318	include_primary
Dusp8	YAP_SIGNALING_GENES	ortholog_one2one	1	DUSP8:ENSG00000184545	include_primary
Dusp9	YAP_SIGNALING_GENES	ortholog_one2one	1	DUSP9:ENSG00000130829	include_primary
Dync2H1	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Dync2Li1	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Dynll1	FETAL_INTESTINE_GENES;REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	DYNLL1:ENSG00000088986	include_primary
Dynlrb2	FETAL_INTESTINE_GENES	ortholog_one2one	1	DYNLRB2:ENSG00000168589	include_primary
Dyrk3	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	DYRK3:ENSG00000143479	include_primary
Dzip1L	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
E130012A19Rik	FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Ebf1	FETAL_INTESTINE_GENES	ortholog_one2one	1	EBF1:ENSG00000164330	include_primary
Ecel1	YAP_SIGNALING_GENES	ortholog_one2one	1	ECEL1:ENSG00000171551	include_primary
Ecm1	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;REGENERATIVE_EPITHELIUM	ortholog_one2one	1	ECM1:ENSG00000143369	include_primary
Ecscr	FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	ECSCR:ENSG00000249751	include_primary
Eda2R	FETAL_SPHEROID_EPITHELIUM_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Edf1	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	EDF1:ENSG00000107223	include_primary
Edn1	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	EDN1:ENSG00000078401	include_primary
Edn2	FETAL_INTESTINE_GENES	ortholog_one2one	1	EDN2:ENSG00000127129	include_primary
Edn3	YAP_SIGNALING_GENES	ortholog_one2one	1	EDN3:ENSG00000124205	include_primary
Eef1B2	REVIVAL_STEM_CELL_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Eef1D	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Eef1G	REVIVAL_STEM_CELL_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Eepd1	FETAL_INTESTINE_GENES	ortholog_one2one	1	EEPD1:ENSG00000122547	include_primary
Efemp1	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;REGENERATIVE_EPITHELIUM	ortholog_one2one	1	EFEMP1:ENSG00000115380	include_primary
Efemp2	FETAL_INTESTINE_GENES	ortholog_one2one	1	EFEMP2:ENSG00000172638	include_primary
Efna5	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	EFNA5:ENSG00000184349	include_primary
Egfr	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	EGFR:ENSG00000146648	include_primary
Ehd2	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	EHD2:ENSG00000024422	include_primary
Ehd4	FETAL_INTESTINE_GENES	ortholog_one2one	1	EHD4:ENSG00000103966	include_primary
Eid2	FETAL_INTESTINE_GENES	ortholog_one2one	1	EID2:ENSG00000176396	include_primary
Eif1	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	EIF1:ENSG00000173812	include_primary
Eif2S2	REVIVAL_STEM_CELL_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Eif4E3	REGENERATIVE_EPITHELIUM	NOT_FOUND_IN_BIOMART	0		exclude
Elk3	FETAL_INTESTINE_GENES	ortholog_one2one	1	ELK3:ENSG00000111145	include_primary
Emc1	FETAL_INTESTINE_GENES	ortholog_one2one	1	EMC1:ENSG00000127463	include_primary
Emc3	FETAL_INTESTINE_GENES	ortholog_one2one	1	EMC3:ENSG00000125037	include_primary
Eml1	FETAL_INTESTINE_GENES	ortholog_one2one	1	EML1:ENSG00000066629	include_primary
Eml3	FETAL_INTESTINE_GENES	ortholog_one2one	1	EML3:ENSG00000149499	include_primary
Emp1	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	EMP1:ENSG00000134531	include_primary
Emp2	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	EMP2:ENSG00000213853	include_primary
Emp3	FETAL_INTESTINE_GENES;REGENERATIVE_EPITHELIUM;YAP_SIGNALING_GENES	ortholog_one2one	1	EMP3:ENSG00000142227	include_primary
En1	FETAL_INTESTINE_GENES	ortholog_one2one	1	EN1:ENSG00000163064	include_primary
Enah	FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	ENAH:ENSG00000154380	include_primary
Endod1	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	ENDOD1:ENSG00000149218	include_primary
Enkur	FETAL_INTESTINE_GENES	ortholog_one2one	1	ENKUR:ENSG00000151023	include_primary
Enpp4	FETAL_INTESTINE_GENES	ortholog_one2one	1	ENPP4:ENSG00000001561	include_primary
Enpp5	FETAL_INTESTINE_GENES	ortholog_one2one	1	ENPP5:ENSG00000112796	include_primary
Epdr1	FETAL_INTESTINE_GENES	ortholog_one2one	1	EPDR1:ENSG00000086289	include_primary
Epha2	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	EPHA2:ENSG00000142627	include_primary
Epha4	FETAL_SPHEROID_EPITHELIUM_GENES;REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	EPHA4:ENSG00000116106	include_primary
Ephx4	FETAL_INTESTINE_GENES	ortholog_one2one	1	EPHX4:ENSG00000172031	include_primary
Epn3	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	EPN3:ENSG00000049283	include_primary
Eps8L1	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Ercc3	FETAL_INTESTINE_GENES	ortholog_one2one	1	ERCC3:ENSG00000163161	include_primary
Ercc5	FETAL_SPHEROID_EPITHELIUM_GENES	ambiguous	2	ERCC5:ENSG00000134899;BIVM:ENSG00000134897	extended_ambiguous_only
Erdr1	REGENERATIVE_EPITHELIUM	NOT_FOUND_IN_BIOMART	0		exclude
Ereg	FETAL_SPHEROID_EPITHELIUM_GENES;REGENERATIVE_EPITHELIUM;YAP_SIGNALING_GENES	ortholog_one2one	1	EREG:ENSG00000124882	include_primary
Ergic1	FETAL_INTESTINE_GENES	ortholog_one2one	1	ERGIC1:ENSG00000113719	include_primary
Erich1	FETAL_INTESTINE_GENES	ortholog_one2one	1	ERICH1:ENSG00000104714	include_primary
Ermp1	FETAL_INTESTINE_GENES	ortholog_one2one	1	ERMP1:ENSG00000099219	include_primary
Errfi1	FETAL_INTESTINE_GENES	ortholog_one2one	1	ERRFI1:ENSG00000116285	include_primary
Esd	FETAL_INTESTINE_GENES	ortholog_one2one	1	ESD:ENSG00000139684	include_primary
Eva1B	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Eva1C	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Evc	FETAL_INTESTINE_GENES	ortholog_one2one	1	EVC:ENSG00000072840	include_primary
Evc2	FETAL_INTESTINE_GENES	ortholog_one2one	1	EVC2:ENSG00000173040	include_primary
Exoc4	FETAL_INTESTINE_GENES	ortholog_one2one	1	EXOC4:ENSG00000131558	include_primary
Exosc9	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	EXOSC9:ENSG00000123737	include_primary
Extl2	FETAL_INTESTINE_GENES	ortholog_one2one	1	EXTL2:ENSG00000162694	include_primary
Eya2	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	EYA2:ENSG00000064655	include_primary
F11R	REVIVAL_STEM_CELL_GENES	NOT_FOUND_IN_BIOMART	0		exclude
F2R	FETAL_INTESTINE_GENES;REGENERATIVE_EPITHELIUM	NOT_FOUND_IN_BIOMART	0		exclude
F2Rl1	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
F3	REGENERATIVE_EPITHELIUM;YAP_SIGNALING_GENES	ortholog_one2one	1	F3:ENSG00000117525	include_primary
Fa2H	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Fabp3	YAP_SIGNALING_GENES	ortholog_one2one	1	FABP3:ENSG00000121769	include_primary
Fabp4	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	FABP4:ENSG00000170323	include_primary
Fabp5	FETAL_SPHEROID_EPITHELIUM_GENES;REGENERATIVE_EPITHELIUM	ortholog_one2one	1	FABP5:ENSG00000164687	include_primary
Fah	FETAL_INTESTINE_GENES	ortholog_one2one	1	FAH:ENSG00000103876	include_primary
Faim3	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Fam102B	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Fam107B	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Fam129A	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Fam129B	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Fam135A	REVIVAL_STEM_CELL_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Fam160A1	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Fam167A	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Fam171A2	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Fam189A2	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Fam195B	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Fam198B	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Fam20C	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Fam212B	FETAL_SPHEROID_EPITHELIUM_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Fam214A	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Fam216A	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Fam229B	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Fam3A	REVIVAL_STEM_CELL_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Fam43A	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Fam46B	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Fam55C	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Fam59A	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Fam63A	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Fam64A	FETAL_SPHEROID_EPITHELIUM_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Fam69B	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Fam83H	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Fam89B	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Far1	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	FAR1:ENSG00000197601	include_primary
Farp1	FETAL_INTESTINE_GENES	ortholog_one2one	1	FARP1:ENSG00000152767	include_primary
Fbf1	FETAL_INTESTINE_GENES	ortholog_one2one	1	FBF1:ENSG00000188878	include_primary
Fbln1	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	FBLN1:ENSG00000077942	include_primary
Fbln2	FETAL_INTESTINE_GENES	ortholog_one2one	1	FBLN2:ENSG00000163520	include_primary
Fbn1	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	FBN1:ENSG00000166147	include_primary
Fbxl17	FETAL_INTESTINE_GENES	ortholog_one2one	1	FBXL17:ENSG00000145743	include_primary
Fbxo2	FETAL_INTESTINE_GENES	ortholog_one2one	1	FBXO2:ENSG00000116661	include_primary
Fbxo21	FETAL_INTESTINE_GENES	ortholog_one2one	1	FBXO21:ENSG00000135108	include_primary
Fbxo24	YAP_SIGNALING_GENES	ortholog_one2one	1	FBXO24:ENSG00000106336	include_primary
Fbxo32	FETAL_INTESTINE_GENES	ortholog_one2one	1	FBXO32:ENSG00000156804	include_primary
Fbxo4	FETAL_INTESTINE_GENES	ortholog_one2one	1	FBXO4:ENSG00000151876	include_primary
Fbxw9	FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	FBXW9:ENSG00000132004	include_primary
Fcho1	FETAL_INTESTINE_GENES	ortholog_one2one	1	FCHO1:ENSG00000130475	include_primary
Fer1L4	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Fermt1	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	FERMT1:ENSG00000101311	include_primary
Fermt2	FETAL_INTESTINE_GENES	ortholog_one2one	1	FERMT2:ENSG00000073712	include_primary
Ffar4	FETAL_INTESTINE_GENES	ortholog_one2one	1	FFAR4:ENSG00000186188	include_primary
Fgd2	FETAL_INTESTINE_GENES	ortholog_one2one	1	FGD2:ENSG00000146192	include_primary
Fgd3	YAP_SIGNALING_GENES	ortholog_one2one	1	FGD3:ENSG00000127084	include_primary
Fgf1	FETAL_INTESTINE_GENES	ortholog_one2one	1	FGF1:ENSG00000113578	include_primary
Fgf15	YAP_SIGNALING_GENES	ortholog_one2one	1	FGF19:ENSG00000162344	include_primary
Fgfr2	FETAL_INTESTINE_GENES	ortholog_one2one	1	FGFR2:ENSG00000066468	include_primary
Fggy	FETAL_INTESTINE_GENES	ortholog_one2one	1	FGGY:ENSG00000172456	include_primary
Fhl1	FETAL_INTESTINE_GENES	ambiguous	1	FHL1:ENSG00000022267	extended_ambiguous_only
Filip1L	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Fjx1	FETAL_INTESTINE_GENES	ortholog_one2one	1	FJX1:ENSG00000179431	include_primary
Fkbp9	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	FKBP9:ENSG00000122642	include_primary
Flna	FETAL_INTESTINE_GENES;REGENERATIVE_EPITHELIUM;YAP_SIGNALING_GENES	ortholog_one2one	1	FLNA:ENSG00000196924	include_primary
Flnb	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	FLNB:ENSG00000136068	include_primary
Flnc	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	FLNC:ENSG00000128591	include_primary
Flot2	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	FLOT2:ENSG00000132589	include_primary
Flrt1	FETAL_INTESTINE_GENES	ortholog_one2one	1	FLRT1:ENSG00000126500	include_primary
Flrt2	FETAL_INTESTINE_GENES	ortholog_one2one	1	FLRT2:ENSG00000185070	include_primary
Flrt3	FETAL_INTESTINE_GENES	ortholog_one2one	1	FLRT3:ENSG00000125848	include_primary
Fmnl2	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	FMNL2:ENSG00000157827	include_primary
Fmnl3	FETAL_INTESTINE_GENES	ortholog_one2one	1	FMNL3:ENSG00000161791	include_primary
Fn1	FETAL_INTESTINE_GENES;REGENERATIVE_EPITHELIUM	ortholog_one2one	1	FN1:ENSG00000115414	include_primary
Fnbp1	FETAL_INTESTINE_GENES	ortholog_one2one	1	FNBP1:ENSG00000187239	include_primary
Fnbp1L	REVIVAL_STEM_CELL_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Fndc3B	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Fos	FETAL_INTESTINE_GENES;REVIVAL_STEM_CELL_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	FOS:ENSG00000170345	include_primary
Fosb	FETAL_INTESTINE_GENES	ortholog_one2one	1	FOSB:ENSG00000125740	include_primary
Fosl1	FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	FOSL1:ENSG00000175592	include_primary
Foxa2	FETAL_INTESTINE_GENES	ortholog_one2one	1	FOXA2:ENSG00000125798	include_primary
Foxg1	FETAL_INTESTINE_GENES	ortholog_one2one	1	FOXG1:ENSG00000176165	include_primary
Foxp1	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	FOXP1:ENSG00000114861	include_primary
Foxq1	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	FOXQ1:ENSG00000164379	include_primary
Frmd6	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	FRMD6:ENSG00000139926	include_primary
Fry	FETAL_INTESTINE_GENES	ortholog_one2one	1	FRY:ENSG00000073910	include_primary
Fsd1	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	FSD1:ENSG00000105255	include_primary
Furin	FETAL_INTESTINE_GENES	ortholog_one2one	1	FURIN:ENSG00000140564	include_primary
Fut2	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	NO_ORTHOLOG	0		exclude
Fxyd3	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	FXYD3:ENSG00000089356	include_primary
Fzd6	FETAL_INTESTINE_GENES	ortholog_one2one	1	FZD6:ENSG00000164930	include_primary
G3Bp2	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
G6Pdx	FETAL_SPHEROID_EPITHELIUM_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Gabarapl1	FETAL_INTESTINE_GENES	ortholog_one2one	1	GABARAPL1:ENSG00000139112	include_primary
Gabrp	FETAL_INTESTINE_GENES	ortholog_one2one	1	GABRP:ENSG00000094755	include_primary
Gadd45B	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Gadd45G	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Galnt10	FETAL_INTESTINE_GENES	ortholog_one2one	1	GALNT10:ENSG00000164574	include_primary
Galnt11	FETAL_INTESTINE_GENES	ortholog_one2one	1	GALNT11:ENSG00000178234	include_primary
Garnl3	FETAL_INTESTINE_GENES	ortholog_one2one	1	GARNL3:ENSG00000136895	include_primary
Gas2L1	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Gas6	FETAL_INTESTINE_GENES	ortholog_one2one	1	GAS6:ENSG00000183087	include_primary
Gas8	FETAL_INTESTINE_GENES	ortholog_one2one	1	DRC4:ENSG00000141013	include_primary
Gata3	FETAL_INTESTINE_GENES	ortholog_one2one	1	GATA3:ENSG00000107485	include_primary
Gatm	FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	GATM:ENSG00000171766	include_primary
Gbp2	FETAL_INTESTINE_GENES	ambiguous	1	GBP2:ENSG00000162645	extended_ambiguous_only
Gch1	FETAL_INTESTINE_GENES	ortholog_one2one	1	GCH1:ENSG00000131979	include_primary
Gcnt1	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	GCNT1:ENSG00000187210	include_primary
Gcnt3	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	GCNT3:ENSG00000140297	include_primary
Gde1	FETAL_INTESTINE_GENES	ortholog_one2one	1	GDE1:ENSG00000006007	include_primary
Gdf10	FETAL_INTESTINE_GENES	ortholog_one2one	1	GDF10:ENSG00000266524	include_primary
Gdf15	YAP_SIGNALING_GENES	ortholog_one2one	1	GDF15:ENSG00000130513	include_primary
Gem	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	GEM:ENSG00000164949	include_primary
Gemin7	FETAL_INTESTINE_GENES	ortholog_one2one	1	GEMIN7:ENSG00000142252	include_primary
Get4	FETAL_INTESTINE_GENES	ortholog_one2one	1	GET4:ENSG00000239857	include_primary
Ggta1	FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	NO_ORTHOLOG	0		exclude
Gigyf2	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	GIGYF2:ENSG00000204120	include_primary
Gipc1	FETAL_INTESTINE_GENES	ortholog_one2one	1	GIPC1:ENSG00000123159	include_primary
Gja1	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;REGENERATIVE_EPITHELIUM	ortholog_one2one	1	GJA1:ENSG00000152661	include_primary
Gjb3	FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	GJB3:ENSG00000188910	include_primary
Gjb4	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	GJB4:ENSG00000189433	include_primary
Glipr1	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	GLIPR1:ENSG00000139278	include_primary
Glis2	YAP_SIGNALING_GENES	ortholog_one2one	1	GLIS2:ENSG00000126603	include_primary
Glis3	FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	GLIS3:ENSG00000107249	include_primary
Glt28D2	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Glt8D1	REVIVAL_STEM_CELL_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Gm10393	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Gm10691	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Gm10800	REGENERATIVE_EPITHELIUM	NOT_FOUND_IN_BIOMART	0		exclude
Gm10972	YAP_SIGNALING_GENES	NO_ORTHOLOG	0		exclude
Gm14446	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Gm16721	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Gm17237	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Gm17244	YAP_SIGNALING_GENES	NO_ORTHOLOG	0		exclude
Gm17622	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Gm21887	REGENERATIVE_EPITHELIUM	NOT_FOUND_IN_BIOMART	0		exclude
Gm22362	REGENERATIVE_EPITHELIUM	ambiguous	4	SNORA70:ENSG00000251796;SNORA70:ENSG00000253042;SNORA70:ENSG00000251925;SNORA70:ENSG00000201376	extended_ambiguous_only
Gm23119	REGENERATIVE_EPITHELIUM	NO_ORTHOLOG	0		exclude
Gm23130	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	SNORD101:ENSG00000206754	include_primary
Gm24339	REGENERATIVE_EPITHELIUM	NO_ORTHOLOG	0		exclude
Gm24494	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	SNORD45A:ENSG00000207241	include_primary
Gm24616	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	SNORA4:ENSG00000263776	include_primary
Gm2A	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Gm6096	YAP_SIGNALING_GENES	NO_ORTHOLOG	0		exclude
Gm7008	YAP_SIGNALING_GENES	NO_ORTHOLOG	0		exclude
Gm7665	YAP_SIGNALING_GENES	NO_ORTHOLOG	0		exclude
Gmds	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	GMDS:ENSG00000112699	include_primary
Gml	YAP_SIGNALING_GENES	NO_ORTHOLOG	0		exclude
Gna14	FETAL_INTESTINE_GENES	ortholog_one2one	1	GNA14:ENSG00000156049	include_primary
Gnai1	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	GNAI1:ENSG00000127955	include_primary
Gnai2	FETAL_INTESTINE_GENES	ortholog_one2one	1	GNAI2:ENSG00000114353	include_primary
Gnaz	FETAL_INTESTINE_GENES	ortholog_one2one	1	GNAZ:ENSG00000128266	include_primary
Gnb5	FETAL_INTESTINE_GENES	ortholog_one2one	1	GNB5:ENSG00000069966	include_primary
Gng7	FETAL_INTESTINE_GENES	NO_ORTHOLOG	0		exclude
Gngt2	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	GNGT2:ENSG00000167083	include_primary
Gnl1	FETAL_INTESTINE_GENES	ortholog_one2one	1	GNL1:ENSG00000204590	include_primary
Gnpat	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	GNPAT:ENSG00000116906	include_primary
Gnptg	FETAL_INTESTINE_GENES	ortholog_one2one	1	GNPTG:ENSG00000090581	include_primary
Golga2	FETAL_SPHEROID_EPITHELIUM_GENES	ambiguous	19	GOLGA6C:ENSG00000167195;GOLGA8T:ENSG00000261247;GOLGA8H:ENSG00000261794;GOLGA8N:ENSG00000232653;GOLGA8M:ENSG00000188626;GOLGA2:ENSG00000167110;GOLGA8B:ENSG00000215252;GOLGA6D:ENSG00000140478;GOLGA6A:ENSG00000159289;GOLGA8R:ENSG00000186399;GOLGA6B:ENSG00000215186;GOLGA8J:ENSG00000179938;GOLGA8K:ENSG00000249931;GOLGA8A:ENSG00000175265;GOLGA8Q:ENSG00000178115;GOLGA8G:ENSG00000183629;GOLGA8O:ENSG00000206127;GOLGA8F:ENSG00000153684;GOLGA8S:ENSG00000261739	extended_ambiguous_only
Golm1	FETAL_INTESTINE_GENES	ortholog_one2one	1	GOLM1:ENSG00000135052	include_primary
Gpc1	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	GPC1:ENSG00000063660	include_primary
Gpr126	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Gpr137B	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Gprc5A	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Gpsm1	FETAL_INTESTINE_GENES	ortholog_one2one	1	GPSM1:ENSG00000160360	include_primary
Gpx2	FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	GPX2:ENSG00000176153	include_primary
Gramd1B	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
